Order ID,Order Date,Sales,Quantity,Profit,Discount,Customer ID,Customer Name,Segment,Region,State,City,Product ID,Category,Sub-Category
CA-2016-161816,4/28/2016,15.712,4,5.6956,0.2,NB-18655,Nona Balk,Corporate,Central,Texas,Dallas,OFF-LA-10004345,Office Supplies,Labels
CA-2016-121223,9/11/2016,8.448,2,2.64,0.2,GD-14590,Giulietta Dortch,Corporate,East,Pennsylvania,Philadelphia,OFF-PA-10001204,Office Supplies,Paper
CA-2016-121223,9/11/2016,728.946,9,-157.9383,0.4,GD-14590,Giulietta Dortch,Corporate,East,Pennsylvania,Philadelphia,TEC-PH-10004667,Technology,Phones
CA-2017-138611,11/14/2017,119.94,10,15.992,0.4,CK-12595,Clytie Kelty,Consumer,East,Ohio,Grove City,TEC-PH-10000011,Technology,Phones
CA-2017-138611,11/14/2017,3.648,2,-2.7968,0.7,CK-12595,Clytie Kelty,Consumer,East,Ohio,Grove City,OFF-BI-10002949,Office Supplies,Binders
CA-2017-117947,8/18/2017,40.48,2,15.7872,0.0,NG-18355,Nat Gilpin,Corporate,East,New York,New York City,FUR-FU-10003849,Furniture,Furnishings
CA-2017-117947,8/18/2017,9.94,2,3.0814,0.0,NG-18355,Nat Gilpin,Corporate,East,New York,New York City,FUR-FU-10000010,Furniture,Furnishings
CA-2017-117947,8/18/2017,107.424,9,33.57,0.2,NG-18355,Nat Gilpin,Corporate,East,New York,New York City,OFF-BI-10002824,Office Supplies,Binders
CA-2017-117947,8/18/2017,37.91,1,10.9939,0.0,NG-18355,Nat Gilpin,Corporate,East,New York,New York City,TEC-PH-10002538,Technology,Phones
CA-2017-117947,8/18/2017,88.02,3,27.2862,0.0,NG-18355,Nat Gilpin,Corporate,East,New York,New York City,FUR-FU-10000521,Furniture,Furnishings
US-2014-111171,12/26/2014,8.69,5,-14.773,0.8,CA-12265,Christina Anderson,Consumer,Central,Illinois,Chicago,OFF-BI-10002103,Office Supplies,Binders
CA-2015-138009,11/29/2015,301.96,2,87.5684,0.0,SF-20965,Sylvia Foulston,Corporate,Central,Michigan,Dearborn,FUR-CH-10004853,Furniture,Chairs
CA-2015-138009,11/29/2015,555.21,5,178.901,0.1,SF-20965,Sylvia Foulston,Corporate,Central,Michigan,Dearborn,OFF-AP-10000179,Office Supplies,Appliances
CA-2015-138009,11/29/2015,523.48,4,130.87,0.0,SF-20965,Sylvia Foulston,Corporate,Central,Michigan,Dearborn,OFF-ST-10001272,Office Supplies,Storage
CA-2015-138009,11/29/2015,161.82,9,46.9278,0.0,SF-20965,Sylvia Foulston,Corporate,Central,Michigan,Dearborn,OFF-AR-10004042,Office Supplies,Art
CA-2017-163020,9/15/2017,35.56,7,12.0904,0.0,MO-17800,Meg O'Connel,Home Office,East,New York,New York City,FUR-FU-10000221,Furniture,Furnishings
CA-2017-153787,5/19/2017,97.16,2,28.1764,0.0,AT-10735,Annie Thurman,Consumer,West,Washington,Seattle,OFF-AP-10001563,Office Supplies,Appliances
CA-2017-133431,12/17/2017,15.24,5,5.1435,0.2,LC-17140,Logan Currie,Consumer,West,California,San Francisco,OFF-BI-10000605,Office Supplies,Binders
CA-2017-133431,12/17/2017,13.23,3,6.0858,0.0,LC-17140,Logan Currie,Consumer,West,California,San Francisco,OFF-PA-10002615,Office Supplies,Paper
US-2016-135720,12/11/2016,243.384,3,-51.7191,0.2,FM-14380,Fred McMath,Consumer,West,Colorado,Aurora,OFF-ST-10001963,Office Supplies,Storage
US-2016-135720,12/11/2016,119.8,5,29.95,0.2,FM-14380,Fred McMath,Consumer,West,Colorado,Aurora,TEC-AC-10001267,Technology,Accessories
US-2016-135720,12/11/2016,300.768,4,30.0768,0.2,FM-14380,Fred McMath,Consumer,West,Colorado,Aurora,TEC-PH-10002103,Technology,Phones
CA-2017-144694,9/24/2017,17.88,3,2.4585,0.2,BD-11605,Brian Dahlen,Consumer,South,Florida,Miami,TEC-AC-10002857,Technology,Accessories
CA-2017-144694,9/24/2017,235.944,3,85.5297,0.2,BD-11605,Brian Dahlen,Consumer,South,Florida,Miami,OFF-LA-10003930,Office Supplies,Labels
CA-2015-168004,10/4/2015,392.94,3,43.2234,0.0,DJ-13420,Denny Joy,Corporate,South,Georgia,Warner Robins,FUR-CH-10001482,Furniture,Chairs
US-2016-123470,8/15/2016,18.882,3,-13.8468,0.7,ME-17725,Max Engle,Consumer,West,Colorado,Aurora,OFF-BI-10001989,Office Supplies,Binders
US-2016-123470,8/15/2016,122.328,3,12.2328,0.2,ME-17725,Max Engle,Consumer,West,Colorado,Aurora,OFF-AP-10003287,Office Supplies,Appliances
CA-2016-115917,5/20/2016,1049.2,5,272.792,0.0,RB-19465,Rick Bensley,Home Office,West,California,Vallejo,FUR-FU-10000576,Furniture,Furnishings
CA-2016-115917,5/20/2016,15.424,4,5.0128,0.2,RB-19465,Rick Bensley,Home Office,West,California,Vallejo,OFF-BI-10004728,Office Supplies,Binders
CA-2016-147067,12/18/2016,18.84,3,6.0288,0.0,JD-16150,Justin Deggeller,Corporate,Central,Minnesota,Minneapolis,FUR-FU-10000732,Furniture,Furnishings
CA-2017-167913,7/30/2017,330.4,2,85.904,0.0,JL-15835,John Lee,Consumer,West,California,Mission Viejo,OFF-ST-10000585,Office Supplies,Storage
CA-2017-167913,7/30/2017,26.25,7,12.6,0.0,JL-15835,John Lee,Consumer,West,California,Mission Viejo,OFF-LA-10002787,Office Supplies,Labels
CA-2017-106103,6/10/2017,132.52,4,54.3332,0.0,SC-20305,Sean Christensen,Consumer,Central,Michigan,Rochester Hills,TEC-AC-10003832,Technology,Accessories
US-2017-127719,7/21/2017,6.48,1,3.1752,0.0,TW-21025,Tamara Willingham,Home Office,East,New Jersey,Plainfield,OFF-PA-10001934,Office Supplies,Paper
CA-2017-126221,12/30/2017,209.3,2,56.511,0.0,CC-12430,Chuck Clark,Home Office,Central,Indiana,Columbus,OFF-AP-10002457,Office Supplies,Appliances
CA-2016-103947,4/1/2016,31.56,5,9.8625,0.2,BB-10990,Barry Blumstein,Corporate,West,Arizona,Sierra Vista,OFF-FA-10003112,Office Supplies,Fasteners
CA-2016-103947,4/1/2016,30.144,2,3.0144,0.2,BB-10990,Barry Blumstein,Corporate,West,Arizona,Sierra Vista,OFF-AP-10002350,Office Supplies,Appliances
CA-2016-160745,12/11/2016,14.8,4,6.068,0.0,AR-10825,Anthony Rawles,Corporate,West,Washington,Vancouver,FUR-FU-10001935,Furniture,Furnishings
CA-2016-160745,12/11/2016,302.376,3,22.6782,0.2,AR-10825,Anthony Rawles,Corporate,West,Washington,Vancouver,TEC-PH-10003273,Technology,Phones
CA-2016-160745,12/11/2016,316.0,4,31.6,0.0,AR-10825,Anthony Rawles,Corporate,West,Washington,Vancouver,TEC-AC-10001142,Technology,Accessories
CA-2016-132661,10/23/2016,379.4,10,178.318,0.0,SR-20740,Steven Roelle,Home Office,East,New York,New York City,OFF-PA-10000482,Office Supplies,Paper
CA-2017-140844,6/19/2017,97.82,2,45.9754,0.0,AR-10405,Allen Rosenblatt,Corporate,East,New York,New York City,OFF-PA-10003892,Office Supplies,Paper
CA-2017-140844,6/19/2017,103.12,8,10.312,0.0,AR-10405,Allen Rosenblatt,Corporate,East,New York,New York City,TEC-AC-10001101,Technology,Accessories
CA-2016-137239,8/22/2016,113.552,2,8.5164,0.2,CR-12730,Craig Reiter,Consumer,East,Ohio,Columbus,OFF-AP-10002439,Office Supplies,Appliances
CA-2016-137239,8/22/2016,3.318,2,-2.6544,0.7,CR-12730,Craig Reiter,Consumer,East,Ohio,Columbus,OFF-BI-10002827,Office Supplies,Binders
CA-2016-137239,8/22/2016,134.288,2,45.3222,0.2,CR-12730,Craig Reiter,Consumer,East,Ohio,Columbus,OFF-EN-10002230,Office Supplies,Envelopes
US-2016-156097,9/19/2016,701.372,2,-50.098,0.3,EH-14125,Eugene Hildebrand,Home Office,Central,Illinois,Aurora,FUR-CH-10001215,Furniture,Chairs
US-2016-156097,9/19/2016,2.308,2,-3.462,0.8,EH-14125,Eugene Hildebrand,Home Office,Central,Illinois,Aurora,OFF-BI-10004654,Office Supplies,Binders
CA-2015-146563,8/24/2015,999.432,7,124.929,0.2,CB-12025,Cassandra Brandow,Consumer,Central,Texas,Arlington,OFF-ST-10001490,Office Supplies,Storage
CA-2015-146563,8/24/2015,724.08,14,-135.765,0.2,CB-12025,Cassandra Brandow,Consumer,Central,Texas,Arlington,OFF-ST-10001511,Office Supplies,Storage
CA-2015-146563,8/24/2015,918.785,5,-118.1295,0.3,CB-12025,Cassandra Brandow,Consumer,Central,Texas,Arlington,FUR-TA-10001768,Furniture,Tables
CA-2015-146563,8/24/2015,2.724,3,-4.2222,0.8,CB-12025,Cassandra Brandow,Consumer,Central,Texas,Arlington,OFF-BI-10003981,Office Supplies,Binders
CA-2016-123666,3/26/2016,459.95,5,18.398,0.0,SP-20545,Sibella Parks,Corporate,East,New York,New York City,OFF-ST-10001522,Office Supplies,Storage
CA-2016-143308,11/4/2016,10.74,3,5.2626,0.0,RC-19825,Roy Collins,Consumer,South,Kentucky,Louisville,OFF-FA-10000621,Office Supplies,Fasteners
CA-2017-132682,6/8/2017,23.76,3,2.079,0.2,TH-21235,Tiffany House,Corporate,Central,Texas,Dallas,OFF-SU-10004231,Office Supplies,Supplies
CA-2017-132682,6/8/2017,85.056,3,28.7064,0.2,TH-21235,Tiffany House,Corporate,Central,Texas,Dallas,OFF-PA-10000474,Office Supplies,Paper
CA-2017-132682,6/8/2017,381.576,3,28.6182,0.2,TH-21235,Tiffany House,Corporate,Central,Texas,Dallas,TEC-PH-10004042,Technology,Phones
CA-2014-156314,12/24/2014,30.36,5,8.7285,0.2,RP-19390,Resi Pölking,Consumer,East,Ohio,Cleveland,FUR-FU-10003096,Furniture,Furnishings
US-2017-106663,6/9/2017,23.976,3,-14.3856,0.6,MO-17800,Meg O'Connel,Home Office,Central,Illinois,Chicago,FUR-FU-10002759,Furniture,Furnishings
US-2017-106663,6/9/2017,108.925,1,-71.8905,0.5,MO-17800,Meg O'Connel,Home Office,Central,Illinois,Chicago,FUR-TA-10000688,Furniture,Tables
US-2017-106663,6/9/2017,36.352,8,11.36,0.2,MO-17800,Meg O'Connel,Home Office,Central,Illinois,Chicago,OFF-PA-10002377,Office Supplies,Paper
CA-2017-111178,6/15/2017,19.56,5,1.7115,0.2,TD-20995,Tamara Dahlen,Consumer,Central,Illinois,Quincy,OFF-AR-10001954,Office Supplies,Art
CA-2017-130351,12/5/2017,61.44,3,16.5888,0.0,RB-19570,Rob Beeghly,Consumer,Central,Indiana,Columbus,OFF-AP-10004532,Office Supplies,Appliances
CA-2017-130351,12/5/2017,38.9,5,17.505,0.0,RB-19570,Rob Beeghly,Consumer,Central,Indiana,Columbus,OFF-PA-10002137,Office Supplies,Paper
CA-2017-130351,12/5/2017,99.39,3,40.7499,0.0,RB-19570,Rob Beeghly,Consumer,Central,Indiana,Columbus,TEC-AC-10003832,Technology,Accessories
US-2017-119438,3/18/2017,2.688,3,-7.392,0.8,CD-11980,Carol Darley,Consumer,Central,Texas,Tyler,OFF-AP-10000804,Office Supplies,Appliances
US-2017-119438,3/18/2017,27.816,3,4.5201,0.2,CD-11980,Carol Darley,Consumer,Central,Texas,Tyler,TEC-AC-10003614,Technology,Accessories
US-2017-119438,3/18/2017,82.524,3,-41.262,0.6,CD-11980,Carol Darley,Consumer,Central,Texas,Tyler,FUR-FU-10003553,Furniture,Furnishings
US-2017-119438,3/18/2017,182.994,3,-320.2395,0.8,CD-11980,Carol Darley,Consumer,Central,Texas,Tyler,OFF-BI-10004632,Office Supplies,Binders
CA-2016-164511,11/19/2016,14.352,3,4.6644,0.2,DJ-13630,Doug Jacobs,Consumer,East,New York,New York City,OFF-BI-10003305,Office Supplies,Binders
CA-2016-164511,11/19/2016,64.96,2,2.5984,0.0,DJ-13630,Doug Jacobs,Consumer,East,New York,New York City,OFF-ST-10002583,Office Supplies,Storage
CA-2016-164511,11/19/2016,68.6,4,18.522,0.0,DJ-13630,Doug Jacobs,Consumer,East,New York,New York City,OFF-ST-10004507,Office Supplies,Storage
US-2017-168116,11/4/2017,7999.98,4,-3839.9904,0.5,GT-14635,Grant Thornton,Corporate,South,North Carolina,Burlington,TEC-MA-10004125,Technology,Machines
US-2017-168116,11/4/2017,167.44,2,14.651,0.2,GT-14635,Grant Thornton,Corporate,South,North Carolina,Burlington,OFF-AP-10002457,Office Supplies,Appliances
CA-2014-157784,7/5/2014,479.97,3,163.1898,0.0,MC-17845,Michael Chen,Consumer,South,Mississippi,Jackson,TEC-AC-10003911,Technology,Accessories
CA-2014-157784,7/5/2014,14.62,2,6.8714,0.0,MC-17845,Michael Chen,Consumer,South,Mississippi,Jackson,OFF-LA-10001934,Office Supplies,Labels
CA-2014-157784,7/5/2014,19.44,3,9.3312,0.0,MC-17845,Michael Chen,Consumer,South,Mississippi,Jackson,OFF-PA-10000304,Office Supplies,Paper
CA-2017-161480,12/25/2017,191.984,2,4.7996,0.2,RA-19285,Ralph Arnett,Consumer,East,New York,New York City,FUR-BO-10004015,Furniture,Bookcases
US-2014-117135,6/21/2014,104.01,1,14.5614,0.0,NP-18325,Naresj Patel,Consumer,South,Virginia,Waynesboro,FUR-FU-10004071,Furniture,Furnishings
US-2014-117135,6/21/2014,284.82,1,74.0532,0.0,NP-18325,Naresj Patel,Consumer,South,Virginia,Waynesboro,TEC-PH-10002033,Technology,Phones
US-2014-117135,6/21/2014,36.84,3,10.3152,0.0,NP-18325,Naresj Patel,Consumer,South,Virginia,Waynesboro,OFF-ST-10002444,Office Supplies,Storage
CA-2015-131534,3/28/2015,166.24,1,24.936,0.0,AB-10165,Alan Barnes,Consumer,West,California,Los Angeles,TEC-AC-10002253,Technology,Accessories
CA-2015-131534,3/28/2015,33.4,5,16.032,0.0,AB-10165,Alan Barnes,Consumer,West,California,Los Angeles,OFF-PA-10000743,Office Supplies,Paper
CA-2015-119291,5/14/2015,198.272,8,17.3488,0.2,JO-15550,Jesus Ocampo,Home Office,East,Pennsylvania,Chester,OFF-AR-10003373,Office Supplies,Art
CA-2015-119291,5/14/2015,47.36,4,17.76,0.2,JO-15550,Jesus Ocampo,Home Office,East,Pennsylvania,Chester,OFF-LA-10002312,Office Supplies,Labels
CA-2015-119291,5/14/2015,200.984,7,62.8075,0.2,JO-15550,Jesus Ocampo,Home Office,East,Pennsylvania,Chester,OFF-EN-10000927,Office Supplies,Envelopes
CA-2015-119291,5/14/2015,97.696,4,31.7512,0.2,JO-15550,Jesus Ocampo,Home Office,East,Pennsylvania,Chester,OFF-LA-10003510,Office Supplies,Labels
CA-2015-119291,5/14/2015,2.696,1,0.8088,0.2,JO-15550,Jesus Ocampo,Home Office,East,Pennsylvania,Chester,OFF-AR-10001118,Office Supplies,Art
CA-2015-119291,5/14/2015,18.588,2,-13.6312,0.7,JO-15550,Jesus Ocampo,Home Office,East,Pennsylvania,Chester,OFF-BI-10001575,Office Supplies,Binders
CA-2015-119291,5/14/2015,4.896,3,-3.4272,0.7,JO-15550,Jesus Ocampo,Home Office,East,Pennsylvania,Chester,OFF-BI-10001982,Office Supplies,Binders
CA-2017-114552,9/2/2017,15.072,3,4.1448,0.2,Dl-13600,Dorris liebe,Corporate,East,Ohio,Cleveland,FUR-FU-10002960,Furniture,Furnishings
CA-2016-163755,11/4/2016,209.88,3,35.6796,0.0,AS-10285,Alejandro Savely,Corporate,West,Washington,Seattle,FUR-FU-10003394,Furniture,Furnishings
CA-2015-142027,4/9/2015,369.912,3,-13.8717,0.2,JK-15370,Jay Kimmel,Consumer,West,California,Long Beach,FUR-TA-10002774,Furniture,Tables
CA-2014-138527,9/12/2014,10.368,2,3.6288,0.2,BN-11470,Brad Norvell,Corporate,South,North Carolina,Cary,OFF-PA-10001800,Office Supplies,Paper
CA-2014-138527,9/12/2014,166.84,5,18.7695,0.2,BN-11470,Brad Norvell,Corporate,South,North Carolina,Cary,OFF-AP-10001469,Office Supplies,Appliances
CA-2014-138527,9/12/2014,15.216,1,2.2824,0.2,BN-11470,Brad Norvell,Corporate,South,North Carolina,Cary,TEC-AC-10002399,Technology,Accessories
CA-2014-112158,12/2/2014,119.96,4,52.7824,0.0,DP-13165,David Philippe,Consumer,East,New York,New York City,TEC-AC-10003628,Technology,Accessories
CA-2014-112158,12/2/2014,883.92,5,-110.49,0.2,DP-13165,David Philippe,Consumer,East,New York,New York City,FUR-BO-10003272,Furniture,Bookcases
CA-2014-112158,12/2/2014,46.72,8,15.768,0.2,DP-13165,David Philippe,Consumer,East,New York,New York City,OFF-BI-10000050,Office Supplies,Binders
CA-2014-113887,4/5/2014,55.48,1,26.6304,0.0,TH-21550,Tracy Hopkins,Home Office,East,New York,New York City,OFF-PA-10004071,Office Supplies,Paper
CA-2017-146136,9/3/2017,24.448,4,8.8624,0.2,AP-10915,Arthur Prichep,Consumer,South,Florida,Palm Coast,OFF-EN-10001219,Office Supplies,Envelopes
US-2017-100048,5/19/2017,281.34,6,109.7226,0.0,RS-19765,Roland Schwarz,Corporate,East,New York,Mount Vernon,OFF-AP-10001154,Office Supplies,Appliances
US-2017-100048,5/19/2017,307.98,2,89.3142,0.0,RS-19765,Roland Schwarz,Corporate,East,New York,Mount Vernon,TEC-PH-10003012,Technology,Phones
US-2017-100048,5/19/2017,299.97,3,113.9886,0.0,RS-19765,Roland Schwarz,Corporate,East,New York,Mount Vernon,TEC-AC-10001606,Technology,Accessories
CA-2014-153150,7/1/2014,19.92,5,6.972,0.2,Dl-13600,Dorris liebe,Corporate,West,Washington,Seattle,OFF-BI-10003355,Office Supplies,Binders
CA-2014-130092,1/11/2014,9.94,2,3.0814,0.0,SV-20365,Seth Vernon,Consumer,East,Delaware,Dover,FUR-FU-10000010,Furniture,Furnishings
CA-2017-108910,9/24/2017,103.056,3,24.4758,0.2,KC-16540,Kelly Collister,Consumer,East,Ohio,Newark,FUR-FU-10002253,Furniture,Furnishings
CA-2014-104472,6/2/2014,59.808,3,19.4376,0.2,CK-12325,Christine Kargatis,Home Office,West,Utah,Orem,OFF-BI-10001658,Office Supplies,Binders
CA-2014-104472,6/2/2014,73.32,6,21.996,0.0,CK-12325,Christine Kargatis,Home Office,West,Utah,Orem,FUR-FU-10000246,Furniture,Furnishings
CA-2016-112942,2/13/2016,146.82,3,73.41,0.0,RD-19810,Ross DeVincentis,Home Office,West,California,Los Angeles,OFF-PA-10004092,Office Supplies,Paper
CA-2016-142335,12/15/2016,1652.94,3,231.4116,0.0,MP-17965,Michael Paige,Corporate,Central,Michigan,Detroit,FUR-TA-10000198,Furniture,Tables
CA-2016-142335,12/15/2016,296.37,3,80.0199,0.0,MP-17965,Michael Paige,Corporate,Central,Michigan,Detroit,OFF-ST-10000036,Office Supplies,Storage
CA-2014-117429,10/7/2014,129.92,5,21.112,0.2,MR-17545,Mathew Reese,Home Office,East,Pennsylvania,Philadelphia,FUR-FU-10000222,Furniture,Furnishings
CA-2016-114713,7/7/2016,45.584,7,5.1282,0.2,SC-20695,Steve Chapman,Corporate,South,Florida,Hialeah,OFF-SU-10004664,Office Supplies,Supplies
CA-2017-144113,9/16/2017,17.568,2,6.3684,0.2,JF-15355,Jay Fein,Consumer,Central,Texas,Austin,OFF-EN-10001141,Office Supplies,Envelopes
CA-2017-144113,9/16/2017,55.992,1,5.5992,0.2,JF-15355,Jay Fein,Consumer,Central,Texas,Austin,TEC-PH-10002170,Technology,Phones
US-2016-150861,12/3/2016,182.72,8,84.0512,0.0,EG-13900,Emily Grady,Consumer,East,New York,Oceanside,OFF-PA-10001954,Office Supplies,Paper
US-2016-150861,12/3/2016,400.032,2,-153.3456,0.4,EG-13900,Emily Grady,Consumer,East,New York,Oceanside,FUR-TA-10002228,Furniture,Tables
US-2016-150861,12/3/2016,33.63,3,10.089,0.0,EG-13900,Emily Grady,Consumer,East,New York,Oceanside,OFF-ST-10004634,Office Supplies,Storage
US-2016-150861,12/3/2016,542.646,3,102.4998,0.1,EG-13900,Emily Grady,Consumer,East,New York,Oceanside,FUR-CH-10002965,Furniture,Chairs
US-2016-150861,12/3/2016,6.3,2,3.024,0.0,EG-13900,Emily Grady,Consumer,East,New York,Oceanside,OFF-LA-10001317,Office Supplies,Labels
CA-2017-131954,1/21/2017,242.94,3,9.7176,0.0,DS-13030,Darrin Sayre,Home Office,West,Washington,Seattle,OFF-ST-10000736,Office Supplies,Storage
CA-2017-131954,1/21/2017,179.97,3,86.3856,0.0,DS-13030,Darrin Sayre,Home Office,West,Washington,Seattle,TEC-AC-10003610,Technology,Accessories
CA-2017-131954,1/21/2017,99.696,6,33.6474,0.2,DS-13030,Darrin Sayre,Home Office,West,Washington,Seattle,OFF-BI-10003982,Office Supplies,Binders
CA-2017-131954,1/21/2017,27.936,4,9.4284,0.2,DS-13030,Darrin Sayre,Home Office,West,Washington,Seattle,OFF-BI-10003291,Office Supplies,Binders
CA-2017-131954,1/21/2017,84.98,1,18.6956,0.0,DS-13030,Darrin Sayre,Home Office,West,Washington,Seattle,FUR-BO-10001619,Furniture,Bookcases
CA-2017-131954,1/21/2017,18.72,5,6.552,0.2,DS-13030,Darrin Sayre,Home Office,West,Washington,Seattle,OFF-BI-10000138,Office Supplies,Binders
CA-2014-132500,9/8/2014,49.98,2,8.4966,0.0,GZ-14470,Gary Zandusky,Consumer,West,California,San Francisco,TEC-AC-10001383,Technology,Accessories
CA-2014-112326,1/4/2014,11.784,3,4.2717,0.2,PO-19195,Phillina Ober,Home Office,Central,Illinois,Naperville,OFF-LA-10003223,Office Supplies,Labels
CA-2014-112326,1/4/2014,272.736,3,-64.7748,0.2,PO-19195,Phillina Ober,Home Office,Central,Illinois,Naperville,OFF-ST-10002743,Office Supplies,Storage
CA-2014-112326,1/4/2014,3.54,2,-5.487,0.8,PO-19195,Phillina Ober,Home Office,Central,Illinois,Naperville,OFF-BI-10004094,Office Supplies,Binders
US-2016-146710,8/27/2016,51.52,5,-10.948,0.2,SS-20875,Sung Shariari,Consumer,Central,Texas,Dallas,OFF-SU-10004498,Office Supplies,Supplies
US-2016-146710,8/27/2016,3.528,1,1.1466,0.2,SS-20875,Sung Shariari,Consumer,Central,Texas,Dallas,OFF-PA-10002615,Office Supplies,Paper
US-2016-146710,8/27/2016,4.624,1,1.6762,0.2,SS-20875,Sung Shariari,Consumer,Central,Texas,Dallas,OFF-PA-10004971,Office Supplies,Paper
US-2016-146710,8/27/2016,55.168,4,6.2064,0.2,SS-20875,Sung Shariari,Consumer,Central,Texas,Dallas,OFF-SU-10004261,Office Supplies,Supplies
CA-2014-124429,5/27/2014,567.12,10,-28.356,0.2,MH-17785,Maya Herman,Corporate,West,California,San Diego,FUR-TA-10002607,Furniture,Tables
CA-2014-124429,5/27/2014,359.32,4,7.1864,0.0,MH-17785,Maya Herman,Corporate,West,California,San Diego,OFF-ST-10001809,Office Supplies,Storage
CA-2016-150889,3/20/2016,11.992,1,0.8994,0.2,PB-19105,Peter Bühler,Consumer,Central,Illinois,Evanston,TEC-PH-10000004,Technology,Phones
CA-2017-126074,10/2/2017,58.05,3,26.703,0.0,RF-19735,Roland Fjeld,Consumer,Central,Michigan,Trenton,OFF-BI-10003638,Office Supplies,Binders
CA-2017-126074,10/2/2017,157.74,11,56.7864,0.0,RF-19735,Roland Fjeld,Consumer,Central,Michigan,Trenton,FUR-FU-10003577,Furniture,Furnishings
CA-2017-126074,10/2/2017,56.98,7,22.792,0.0,RF-19735,Roland Fjeld,Consumer,Central,Michigan,Trenton,OFF-AR-10003478,Office Supplies,Art
CA-2017-126074,10/2/2017,2.88,1,1.4112,0.0,RF-19735,Roland Fjeld,Consumer,Central,Michigan,Trenton,OFF-BI-10000546,Office Supplies,Binders
CA-2016-110499,4/7/2016,1199.976,3,374.9925,0.2,YC-21895,Yoseph Carroll,Corporate,West,California,San Francisco,TEC-CO-10002095,Technology,Copiers
CA-2015-135272,12/7/2015,79.92,4,28.7712,0.0,MS-17830,Melanie Seite,Consumer,West,California,Los Angeles,FUR-FU-10002759,Furniture,Furnishings
CA-2016-140928,9/18/2016,383.438,4,-167.3184,0.45,NB-18655,Nona Balk,Corporate,South,Florida,Jacksonville,FUR-TA-10001095,Furniture,Tables
CA-2014-106803,12/29/2014,24.56,2,6.8768,0.0,DC-13285,Debra Catini,Consumer,Central,Minnesota,Cottage Grove,OFF-ST-10002444,Office Supplies,Storage
CA-2014-106803,12/29/2014,119.8,4,47.92,0.0,DC-13285,Debra Catini,Consumer,Central,Minnesota,Cottage Grove,TEC-AC-10001267,Technology,Accessories
CA-2017-117240,7/23/2017,13.128,3,4.2666,0.2,CP-12340,Christine Phan,Corporate,East,New York,New York City,OFF-BI-10000848,Office Supplies,Binders
CA-2017-133333,9/18/2017,22.72,4,10.224,0.0,BF-11020,Barry Französisch,Corporate,Central,Wisconsin,Green Bay,OFF-PA-10002377,Office Supplies,Paper
CA-2015-112319,8/31/2015,58.32,9,27.9936,0.0,AR-10510,Andrew Roberts,Consumer,West,California,Los Angeles,OFF-PA-10003441,Office Supplies,Paper
CA-2017-126046,11/3/2017,12.39,3,5.6994,0.0,JC-16105,Julie Creighton,Corporate,South,Georgia,Atlanta,OFF-LA-10004484,Office Supplies,Labels
CA-2015-114923,2/8/2015,107.982,3,-26.9955,0.4,LH-17020,Lisa Hazard,Consumer,East,Ohio,Columbus,TEC-PH-10003931,Technology,Phones
CA-2014-162775,1/13/2014,11.36,2,5.3392,0.0,CS-12250,Chris Selesnick,Corporate,South,Louisiana,Bossier City,OFF-EN-10001990,Office Supplies,Envelopes
CA-2014-162775,1/13/2014,50.94,3,25.47,0.0,CS-12250,Chris Selesnick,Corporate,South,Louisiana,Bossier City,OFF-EN-10001532,Office Supplies,Envelopes
CA-2014-162775,1/13/2014,646.74,6,258.696,0.0,CS-12250,Chris Selesnick,Corporate,South,Louisiana,Bossier City,TEC-AC-10003174,Technology,Accessories
CA-2014-162775,1/13/2014,5.64,3,2.7072,0.0,CS-12250,Chris Selesnick,Corporate,South,Louisiana,Bossier City,OFF-BI-10004187,Office Supplies,Binders
CA-2014-162775,1/13/2014,572.58,6,34.3548,0.0,CS-12250,Chris Selesnick,Corporate,South,Louisiana,Bossier City,OFF-ST-10000025,Office Supplies,Storage
CA-2014-106810,5/14/2014,310.88,2,23.316,0.2,AJ-10795,Anthony Johnson,Corporate,South,Florida,Saint Petersburg,FUR-FU-10004306,Furniture,Furnishings
CA-2016-157245,5/19/2016,641.96,2,179.7488,0.0,LE-16810,Laurel Elliston,Consumer,South,Virginia,Arlington,FUR-CH-10003746,Furniture,Chairs
CA-2017-104220,1/30/2017,18.28,2,9.14,0.0,BV-11245,Benjamin Venier,Corporate,Central,Iowa,Des Moines,OFF-BI-10001036,Office Supplies,Binders
CA-2017-104220,1/30/2017,207.0,3,51.75,0.0,BV-11245,Benjamin Venier,Corporate,Central,Iowa,Des Moines,TEC-PH-10004614,Technology,Phones
CA-2017-104220,1/30/2017,32.35,5,16.175,0.0,BV-11245,Benjamin Venier,Corporate,Central,Iowa,Des Moines,OFF-BI-10000301,Office Supplies,Binders
CA-2017-104220,1/30/2017,7.71,1,3.4695,0.0,BV-11245,Benjamin Venier,Corporate,Central,Iowa,Des Moines,OFF-BI-10003910,Office Supplies,Binders
CA-2017-104220,1/30/2017,40.3,2,10.881,0.0,BV-11245,Benjamin Venier,Corporate,Central,Iowa,Des Moines,OFF-AR-10004648,Office Supplies,Art
CA-2017-104220,1/30/2017,34.58,7,14.5236,0.0,BV-11245,Benjamin Venier,Corporate,Central,Iowa,Des Moines,FUR-FU-10002597,Furniture,Furnishings
CA-2014-165974,6/29/2014,32.76,7,3.6855,0.2,DL-12865,Dan Lawera,Consumer,East,Ohio,Cincinnati,OFF-AR-10003405,Office Supplies,Art
