Order ID,Order Date,Sales,Quantity,Profit,Discount,Customer ID,Customer Name,Segment,Region,State,City,Product ID,Category,Sub-Category,Marketing Spend
CA-2016-168956,2/16/2016,92.064,6,-225.5568,0.8,EA-14035,Erin Ashbrook,Corporate,Central,Illinois,Chicago,OFF-AP-10004233,Office Supplies,Appliances,1425.59
CA-2016-168956,2/16/2016,6.976,4,1.8312,0.2,EA-14035,Erin Ashbrook,Corporate,Central,Illinois,Chicago,OFF-FA-10000304,Office Supplies,Fasteners,1046.24
CA-2016-168956,2/16/2016,62.958,3,-2.6982,0.3,EA-14035,Erin Ashbrook,Corporate,Central,Illinois,Chicago,FUR-CH-10004754,Furniture,Chairs,3267.56
CA-2016-168956,2/16/2016,5.184,1,1.8144,0.2,EA-14035,Erin Ashbrook,Corporate,Central,Illinois,Chicago,OFF-PA-10000809,Office Supplies,Paper,3985.85
CA-2016-167507,12/22/2016,31.32,10,-25.056,0.7,SA-20830,Sue Ann Reed,Consumer,West,Oregon,Redmond,OFF-BI-10003694,Office Supplies,Binders,3397.57
CA-2016-167507,12/22/2016,11.84,4,3.108,0.2,SA-20830,Sue Ann Reed,Consumer,West,Oregon,Redmond,FUR-FU-10001935,Furniture,Furnishings,2886.36
CA-2016-167507,12/22/2016,22.784,1,4.8416,0.2,SA-20830,Sue Ann Reed,Consumer,West,Oregon,Redmond,FUR-FU-10002878,Furniture,Furnishings,688.78
CA-2016-109344,2/8/2016,1127.976,3,126.8973,0.2,CH-12070,Cathy Hwang,Home Office,South,North Carolina,Raleigh,TEC-PH-10002624,Technology,Phones,4858.2
US-2015-140851,7/13/2015,38.88,6,18.6624,0.0,ND-18460,Neil Ducich,Corporate,South,Georgia,Macon,OFF-PA-10000019,Office Supplies,Paper,4094.21
CA-2014-103373,5/18/2014,779.796,2,-168.9558,0.4,BS-11755,Bruce Stewart,Consumer,East,Ohio,Cleveland,TEC-PH-10002885,Technology,Phones,1817.7
CA-2017-145884,10/21/2017,1439.92,8,374.3792,0.0,SL-20155,Sara Luxemburg,Home Office,Central,Oklahoma,Muskogee,TEC-PH-10000895,Technology,Phones,4909.87
CA-2017-145884,10/21/2017,262.11,1,62.9064,0.0,SL-20155,Sara Luxemburg,Home Office,Central,Oklahoma,Muskogee,FUR-TA-10002356,Furniture,Tables,3208.47
CA-2015-131422,11/5/2015,207.0,3,25.875,0.2,GB-14530,George Bell,Corporate,South,North Carolina,Monroe,FUR-CH-10001270,Furniture,Chairs,3120.9
CA-2017-162691,8/1/2017,1439.982,3,-263.9967,0.4,AS-10045,Aaron Smayling,Corporate,Central,Texas,Austin,TEC-MA-10000488,Technology,Machines,3866.33
CA-2017-162691,8/1/2017,36.288,7,12.7008,0.2,AS-10045,Aaron Smayling,Corporate,Central,Texas,Austin,OFF-PA-10003729,Office Supplies,Paper,4152.96
CA-2014-141278,6/21/2014,21.4,5,6.206,0.0,RM-19375,Raymond Messe,Consumer,East,Connecticut,Meriden,OFF-AR-10003056,Office Supplies,Art,3454.15
CA-2017-122693,2/19/2017,1245.86,7,361.2994,0.0,NH-18610,Nicole Hansen,Corporate,South,Georgia,Roswell,OFF-AP-10002518,Office Supplies,Appliances,1076.43
CA-2014-117345,8/1/2014,17.544,3,5.9211,0.2,BF-10975,Barbara Fisher,Corporate,South,North Carolina,Charlotte,OFF-LA-10000240,Office Supplies,Labels,2022.2
CA-2014-117345,8/1/2014,44.128,4,12.1352,0.2,BF-10975,Barbara Fisher,Corporate,South,North Carolina,Charlotte,FUR-FU-10000629,Furniture,Furnishings,4676.38
CA-2014-117345,8/1/2014,62.92,1,10.2245,0.2,BF-10975,Barbara Fisher,Corporate,South,North Carolina,Charlotte,OFF-AP-10001005,Office Supplies,Appliances,1510.77
CA-2014-117345,8/1/2014,78.304,2,29.364,0.2,BF-10975,Barbara Fisher,Corporate,South,North Carolina,Charlotte,OFF-PA-10002377,Office Supplies,Paper,2174.75
CA-2016-157763,7/18/2016,140.81,1,39.4268,0.0,KH-16330,Katharine Harms,Corporate,South,Kentucky,Bowling Green,FUR-CH-10000988,Furniture,Chairs,2444.35
CA-2015-135391,2/9/2015,40.096,4,13.5324,0.2,FA-14230,Frank Atkinson,Corporate,Central,Texas,San Antonio,OFF-LA-10001074,Office Supplies,Labels,2477.32
CA-2015-135391,2/9/2015,40.784,2,-30.588,0.6,FA-14230,Frank Atkinson,Corporate,Central,Texas,San Antonio,FUR-FU-10001986,Furniture,Furnishings,3258.23
US-2017-113852,7/29/2017,90.57,3,11.7741,0.0,GW-14605,Giulietta Weimer,Consumer,West,Washington,Seattle,TEC-AC-10003027,Technology,Accessories,4743.84
US-2017-158512,1/12/2017,40.08,6,19.2384,0.0,DA-13450,Dianna Arnett,Home Office,East,District of Columbia,Washington,OFF-PA-10001804,Office Supplies,Paper,1583.12
US-2017-158512,1/12/2017,37.68,2,15.8256,0.0,DA-13450,Dianna Arnett,Home Office,East,District of Columbia,Washington,FUR-FU-10004973,Furniture,Furnishings,1046.76
CA-2017-128370,9/10/2017,362.352,3,27.1764,0.2,FH-14275,Frank Hawley,Corporate,West,California,Los Angeles,FUR-CH-10002602,Furniture,Chairs,1388.62
CA-2017-128370,9/10/2017,7.184,2,2.245,0.2,FH-14275,Frank Hawley,Corporate,West,California,Los Angeles,OFF-BI-10004140,Office Supplies,Binders,4491.16
CA-2015-160472,7/20/2015,34.76,1,9.7328,0.0,RK-19300,Ralph Kennedy,Consumer,Central,Indiana,South Bend,OFF-ST-10000464,Office Supplies,Storage,3406.15
CA-2015-160472,7/20/2015,831.2,5,124.68,0.0,RK-19300,Ralph Kennedy,Consumer,Central,Indiana,South Bend,TEC-AC-10002253,Technology,Accessories,1786.58
CA-2015-160472,7/20/2015,26.4,5,11.88,0.0,RK-19300,Ralph Kennedy,Consumer,Central,Indiana,South Bend,OFF-PA-10000528,Office Supplies,Paper,4171.76
CA-2015-160472,7/20/2015,106.75,7,49.105,0.0,RK-19300,Ralph Kennedy,Consumer,Central,Indiana,South Bend,OFF-EN-10000483,Office Supplies,Envelopes,4376.16
CA-2015-160472,7/20/2015,97.82,2,45.9754,0.0,RK-19300,Ralph Kennedy,Consumer,Central,Indiana,South Bend,OFF-PA-10003129,Office Supplies,Paper,4309.31
CA-2015-160472,7/20/2015,141.4,5,38.178,0.0,RK-19300,Ralph Kennedy,Consumer,Central,Indiana,South Bend,OFF-ST-10003442,Office Supplies,Storage,4635.17
CA-2014-114643,6/13/2014,14.52,3,4.7916,0.0,FM-14215,Filia McAdams,Corporate,West,California,Los Angeles,OFF-AR-10003631,Office Supplies,Art,1635.08
US-2017-158218,5/12/2017,127.92,5,-15.99,0.2,AC-10420,Alyssa Crouse,Corporate,Central,Texas,Houston,OFF-ST-10000563,Office Supplies,Storage,3897.69
US-2017-158218,5/12/2017,34.24,4,-53.072,0.8,AC-10420,Alyssa Crouse,Corporate,Central,Texas,Houston,OFF-BI-10002133,Office Supplies,Binders,2572.43
CA-2015-121608,9/3/2015,137.62,2,60.5528,0.0,JB-15400,Jennifer Braxton,Corporate,East,Connecticut,Bristol,OFF-AP-10002311,Office Supplies,Appliances,4288.99
CA-2015-121608,9/3/2015,100.49,1,25.1225,0.0,JB-15400,Jennifer Braxton,Corporate,East,Connecticut,Bristol,TEC-PH-10004959,Technology,Phones,3778.21
US-2017-121251,3/26/2017,257.568,2,-28.9764,0.2,GM-14440,Gary McGarr,Consumer,East,New York,New York City,FUR-BO-10001918,Furniture,Bookcases,3994.01
US-2017-121251,3/26/2017,119.96,4,33.5888,0.0,GM-14440,Gary McGarr,Consumer,East,New York,New York City,TEC-PH-10004896,Technology,Phones,3452.73
CA-2014-151078,11/12/2014,49.632,4,4.9632,0.2,RF-19840,Roy Französisch,Consumer,Central,Texas,San Antonio,OFF-ST-10001328,Office Supplies,Storage,1298.43
US-2016-100839,10/13/2016,727.45,5,-465.568,0.5,NC-18625,Noah Childs,Corporate,West,Colorado,Aurora,FUR-TA-10004575,Furniture,Tables,2952.62
US-2016-100839,10/13/2016,24.96,3,4.368,0.2,NC-18625,Noah Childs,Corporate,West,Colorado,Aurora,FUR-FU-10001617,Furniture,Furnishings,4931.01
US-2017-116659,11/12/2017,370.782,3,-92.6955,0.4,NG-18355,Nat Gilpin,Corporate,East,Ohio,Newark,TEC-PH-10002824,Technology,Phones,4718.25
CA-2017-118857,4/15/2017,196.45,5,70.722,0.0,AH-10075,Adam Hart,Corporate,West,Nevada,Henderson,FUR-FU-10004460,Furniture,Furnishings,694.28
CA-2015-127110,6/25/2015,31.104,6,10.8864,0.2,CH-12070,Cathy Hwang,Home Office,East,Pennsylvania,Philadelphia,OFF-PA-10003309,Office Supplies,Paper,1241.67
CA-2015-127110,6/25/2015,78.256,2,-17.6076,0.2,CH-12070,Cathy Hwang,Home Office,East,Pennsylvania,Philadelphia,OFF-ST-10002554,Office Supplies,Storage,1092.78
CA-2016-148201,8/26/2016,6.48,1,3.1104,0.0,CC-12145,Charles Crestani,Consumer,West,Washington,Seattle,OFF-PA-10000019,Office Supplies,Paper,3766.91
CA-2014-116932,7/21/2014,99.2,5,25.792,0.0,ME-18010,Michelle Ellison,Corporate,West,California,San Francisco,OFF-AR-10002067,Office Supplies,Art,4180.03
CA-2014-116932,7/21/2014,801.568,2,50.098,0.2,ME-18010,Michelle Ellison,Corporate,West,California,San Francisco,FUR-CH-10001215,Furniture,Chairs,1460.8
CA-2014-116932,7/21/2014,272.848,1,27.2848,0.2,ME-18010,Michelle Ellison,Corporate,West,California,San Francisco,FUR-TA-10004175,Furniture,Tables,2776.34
CA-2017-142888,11/21/2017,70.98,1,20.5842,0.0,BP-11230,Benjamin Patterson,Consumer,West,Washington,Spokane,FUR-TA-10004767,Furniture,Tables,4283.16
CA-2014-147914,6/4/2014,16.224,2,5.8812,0.2,MP-17470,Mark Packer,Home Office,East,Ohio,Columbus,OFF-PA-10001685,Office Supplies,Paper,3797.61
US-2016-112977,3/10/2016,176.784,1,-22.098,0.2,CJ-12010,Caroline Jumper,Consumer,East,New York,Long Beach,FUR-BO-10003272,Furniture,Bookcases,2940.07
CA-2017-112039,3/25/2017,470.376,3,47.0376,0.2,JC-15775,John Castell,Consumer,Central,Texas,San Antonio,TEC-PH-10000984,Technology,Phones,3156.56
CA-2017-118885,12/29/2017,393.568,4,-44.2764,0.2,JG-15160,James Galang,Consumer,West,California,Los Angeles,FUR-CH-10002880,Furniture,Chairs,2787.62
CA-2017-118885,12/29/2017,302.376,3,22.6782,0.2,JG-15160,James Galang,Consumer,West,California,Los Angeles,TEC-PH-10002563,Technology,Phones,1838.97
US-2017-166611,3/28/2017,68.742,9,-48.1194,0.7,CK-12760,Cyma Kinney,Corporate,South,Florida,Jacksonville,OFF-BI-10001191,Office Supplies,Binders,3042.6
CA-2015-109512,3/5/2015,29.34,3,14.67,0.0,LF-17185,Luke Foster,Consumer,East,New York,New York City,OFF-EN-10002621,Office Supplies,Envelopes,3599.98
CA-2015-109512,3/5/2015,383.607,7,63.9345,0.1,LF-17185,Luke Foster,Consumer,East,New York,New York City,FUR-CH-10001146,Furniture,Chairs,4429.95
CA-2015-109512,3/5/2015,563.4,4,67.608,0.0,LF-17185,Luke Foster,Consumer,East,New York,New York City,OFF-ST-10000689,Office Supplies,Storage,3363.31
CA-2016-118570,11/13/2016,217.056,7,78.6828,0.2,CC-12430,Chuck Clark,Home Office,East,Pennsylvania,Philadelphia,OFF-PA-10001289,Office Supplies,Paper,3925.05
CA-2017-154718,1/19/2017,6.0,2,2.1,0.2,DL-12865,Dan Lawera,Consumer,Central,Texas,Keller,OFF-LA-10003714,Office Supplies,Labels,1220.32
CA-2016-147578,4/22/2016,31.56,3,10.4148,0.0,PG-18895,Paul Gonzalez,Consumer,West,California,San Francisco,FUR-FU-10001889,Furniture,Furnishings,2577.01
CA-2014-140165,5/13/2014,7.104,2,2.3976,0.2,EH-14005,Erica Hernandez,Home Office,South,Florida,Hialeah,OFF-FA-10002815,Office Supplies,Fasteners,541.99
CA-2014-140165,5/13/2014,398.352,8,-331.96,0.7,EH-14005,Erica Hernandez,Home Office,South,Florida,Hialeah,OFF-BI-10004519,Office Supplies,Binders,1610.05
CA-2014-142587,10/21/2014,121.792,4,13.7016,0.2,TB-21520,Tracy Blumstein,Consumer,East,Ohio,Fairfield,OFF-AP-10004708,Office Supplies,Appliances,3769.08
CA-2014-142587,10/21/2014,409.59,3,-122.877,0.4,TB-21520,Tracy Blumstein,Consumer,East,Ohio,Fairfield,FUR-TA-10000617,Furniture,Tables,4963.14
CA-2014-157623,3/14/2014,10.56,2,4.752,0.0,DK-13225,Dean Katz,Corporate,West,California,Huntington Beach,OFF-PA-10001204,Office Supplies,Paper,946.3
CA-2014-157623,3/14/2014,3.38,1,1.2506,0.0,DK-13225,Dean Katz,Corporate,West,California,Huntington Beach,OFF-AR-10003723,Office Supplies,Art,2306.72
CA-2017-145310,12/22/2017,7.824,1,2.934,0.2,JP-15520,Jeremy Pistek,Consumer,South,Florida,Port Orange,OFF-EN-10002621,Office Supplies,Envelopes,4100.32
CA-2016-100083,11/24/2016,24.784,1,7.745,0.2,CD-11980,Carol Darley,Consumer,West,Oregon,Medford,OFF-PA-10000241,Office Supplies,Paper,1418.16
US-2017-108063,12/2/2017,34.65,3,10.395,0.0,AS-10090,Adam Shillingsburg,Consumer,South,Virginia,Charlottesville,OFF-AR-10001446,Office Supplies,Art,2997.88
CA-2015-109197,12/31/2015,487.984,2,152.495,0.2,JO-15280,Jas O'Carroll,Consumer,West,Montana,Missoula,OFF-BI-10004632,Office Supplies,Binders,3798.82
CA-2017-141789,10/3/2017,1793.98,2,843.1706,0.0,AC-10450,Amy Cox,Consumer,Central,Minnesota,Minneapolis,OFF-BI-10001359,Office Supplies,Binders,3271.93
CA-2014-169775,8/29/2014,29.808,2,10.8054,0.2,RA-19945,Ryan Akin,Consumer,South,Florida,Miami,OFF-EN-10001749,Office Supplies,Envelopes,1346.11
CA-2014-169775,8/29/2014,505.176,4,-336.784,0.7,RA-19945,Ryan Akin,Consumer,South,Florida,Miami,OFF-BI-10004390,Office Supplies,Binders,2099.23
CA-2014-169775,8/29/2014,174.0585,3,-110.7645,0.45,RA-19945,Ryan Akin,Consumer,South,Florida,Miami,FUR-TA-10001857,Furniture,Tables,4027.06
CA-2016-140543,6/29/2016,191.88,6,19.188,0.0,Co-12640,Corey-Lock,Consumer,South,South Carolina,Florence,OFF-ST-10000563,Office Supplies,Storage,2994.02
CA-2016-151141,8/20/2016,14.78,2,3.9906,0.0,DW-13480,Dianna Wilson,Home Office,Central,Michigan,Detroit,TEC-PH-10004924,Technology,Phones,523.53
CA-2017-167094,10/21/2017,5.184,1,1.8144,0.2,DK-12835,Damala Kotsonis,Corporate,West,Oregon,Springfield,OFF-PA-10003953,Office Supplies,Paper,3924.46
CA-2017-167094,10/21/2017,478.48,2,47.848,0.2,DK-12835,Damala Kotsonis,Corporate,West,Oregon,Springfield,FUR-CH-10000155,Furniture,Chairs,658.9
CA-2017-167094,10/21/2017,28.4,2,6.745,0.2,DK-12835,Damala Kotsonis,Corporate,West,Oregon,Springfield,TEC-AC-10003116,Technology,Accessories,3855.8
CA-2017-154410,10/21/2017,909.12,8,9.0912,0.0,MD-17860,Michael Dominguez,Corporate,Central,Indiana,Indianapolis,OFF-ST-10002743,Office Supplies,Storage,1411.16
US-2016-150567,5/17/2016,2.952,2,-2.1648,0.7,RP-19855,Roy Phan,Corporate,South,Florida,Apopka,OFF-BI-10001757,Office Supplies,Binders,4811.33
US-2016-150567,5/17/2016,27.018,6,-21.6144,0.7,RP-19855,Roy Phan,Corporate,South,Florida,Apopka,OFF-BI-10000069,Office Supplies,Binders,2155.73
CA-2015-157959,2/3/2015,136.92,4,41.076,0.0,RW-19540,Rick Wilson,Corporate,West,California,Los Angeles,FUR-FU-10004093,Furniture,Furnishings,1971.19
CA-2017-105886,12/18/2017,18.96,2,8.532,0.0,DB-13660,Duane Benoit,Consumer,East,New York,Oceanside,FUR-FU-10001037,Furniture,Furnishings,1170.0
CA-2016-105963,11/15/2016,99.39,3,40.7499,0.0,SC-20770,Stewart Carmichael,Corporate,West,California,Los Angeles,TEC-AC-10003832,Technology,Accessories,1875.22
CA-2017-121503,7/3/2017,273.896,7,92.4399,0.2,FH-14275,Frank Hawley,Corporate,Central,Texas,Houston,OFF-PA-10001878,Office Supplies,Paper,4444.93
CA-2017-121503,7/3/2017,597.132,3,49.761,0.4,FH-14275,Frank Hawley,Corporate,Central,Texas,Houston,TEC-MA-10003674,Technology,Machines,4983.5
CA-2014-103366,1/15/2014,149.95,5,65.978,0.0,EH-13990,Erica Hackney,Consumer,South,Georgia,Roswell,TEC-AC-10003628,Technology,Accessories,2157.39
CA-2017-124597,4/30/2017,4.608,2,1.6704,0.2,AS-10630,Ann Steele,Home Office,South,Florida,Boynton Beach,OFF-LA-10003190,Office Supplies,Labels,2518.75
CA-2017-124597,4/30/2017,15.528,3,4.8525,0.2,AS-10630,Ann Steele,Home Office,South,Florida,Boynton Beach,OFF-AR-10002280,Office Supplies,Art,3749.32
CA-2017-124597,4/30/2017,11.952,3,3.8844,0.2,AS-10630,Ann Steele,Home Office,South,Florida,Boynton Beach,OFF-LA-10001569,Office Supplies,Labels,4487.88
CA-2015-105634,11/8/2015,11.65,5,3.3785,0.0,HA-14905,Helen Abelman,Consumer,East,Massachusetts,Franklin,OFF-AR-10001573,Office Supplies,Art,3168.7
CA-2015-123673,10/30/2015,299.9,2,74.975,0.0,CH-12070,Cathy Hwang,Home Office,Central,Michigan,Detroit,TEC-PH-10001809,Technology,Phones,2261.87
US-2017-111423,8/17/2017,895.92,5,302.373,0.2,EH-13765,Edward Hooks,Corporate,East,New York,Watertown,OFF-BI-10003091,Office Supplies,Binders,2356.8
US-2017-111423,8/17/2017,462.564,2,97.6524,0.1,EH-13765,Edward Hooks,Corporate,East,New York,Watertown,FUR-CH-10003981,Furniture,Chairs,3630.28
CA-2015-125178,10/3/2015,15.008,2,1.5008,0.2,MZ-17515,Mary Zewe,Corporate,East,Pennsylvania,Reading,OFF-ST-10002562,Office Supplies,Storage,514.48
CA-2016-156685,7/8/2016,863.64,9,107.955,0.2,SC-20230,Scot Coram,Corporate,Central,Texas,Arlington,TEC-PH-10004345,Technology,Phones,3288.15
CA-2016-156685,7/8/2016,47.616,3,3.5712,0.2,SC-20230,Scot Coram,Corporate,Central,Texas,Arlington,OFF-AR-10000588,Office Supplies,Art,2099.72
CA-2017-126865,12/5/2017,92.94,3,41.823,0.0,NP-18325,Naresj Patel,Consumer,West,California,San Diego,OFF-PA-10003039,Office Supplies,Paper,4073.89
CA-2017-102834,3/9/2017,199.98,2,69.993,0.0,LW-16990,Lindsay Williams,Corporate,West,California,San Francisco,TEC-AC-10001908,Technology,Accessories,918.46
US-2016-139710,6/9/2016,177.48,3,19.9665,0.2,GM-14680,Greg Matthias,Consumer,West,California,Los Angeles,TEC-PH-10001198,Technology,Phones,3146.91
CA-2017-121538,11/28/2017,88.768,2,31.0688,0.2,RH-19495,Rick Hansen,Consumer,West,Colorado,Denver,OFF-PA-10004071,Office Supplies,Paper,2664.38
US-2017-101539,3/16/2017,6.48,1,3.1104,0.0,VM-21685,Valerie Mitchum,Home Office,West,Washington,Seattle,OFF-PA-10001972,Office Supplies,Paper,3390.46
US-2017-101539,3/16/2017,46.51,1,1.8604,0.0,VM-21685,Valerie Mitchum,Home Office,West,Washington,Seattle,OFF-ST-10004180,Office Supplies,Storage,791.84
US-2017-101539,3/16/2017,659.976,3,49.4982,0.2,VM-21685,Valerie Mitchum,Home Office,West,Washington,Seattle,TEC-PH-10004165,Technology,Phones,3109.93
CA-2016-152121,11/27/2016,271.992,1,23.7993,0.2,CC-12670,Craig Carreira,Consumer,West,Arizona,Scottsdale,TEC-PH-10002483,Technology,Phones,3026.68
CA-2017-161200,8/6/2017,145.74,3,23.3184,0.0,SV-20365,Seth Vernon,Consumer,South,Louisiana,Lafayette,FUR-BO-10000468,Furniture,Bookcases,3022.97
CA-2017-161200,8/6/2017,15.4,5,7.392,0.0,SV-20365,Seth Vernon,Consumer,South,Louisiana,Lafayette,FUR-FU-10001706,Furniture,Furnishings,3215.69
CA-2017-101245,11/27/2017,244.55,5,114.9385,0.0,LW-16990,Lindsay Williams,Corporate,West,California,San Francisco,OFF-PA-10003129,Office Supplies,Paper,3544.11
CA-2017-101245,11/27/2017,166.16,8,59.8176,0.0,LW-16990,Lindsay Williams,Corporate,West,California,San Francisco,TEC-AC-10001284,Technology,Accessories,4122.45
CA-2015-141768,5/25/2015,14.73,3,4.8609,0.0,NP-18685,Nora Pelletier,Home Office,West,California,San Francisco,FUR-FU-10002268,Furniture,Furnishings,1714.19
CA-2016-112109,7/8/2016,19.968,2,-13.312,0.7,JE-15715,Joe Elijah,Consumer,West,Colorado,Broomfield,OFF-BI-10002082,Office Supplies,Binders,4212.72
CA-2016-112109,7/8/2016,33.488,7,-1.2558,0.2,JE-15715,Joe Elijah,Consumer,West,Colorado,Broomfield,OFF-ST-10001505,Office Supplies,Storage,2742.15
CA-2016-112109,7/8/2016,8.736,4,-6.1152,0.7,JE-15715,Joe Elijah,Consumer,West,Colorado,Broomfield,OFF-BI-10001634,Office Supplies,Binders,846.76
CA-2016-112109,7/8/2016,662.88,3,74.574,0.2,JE-15715,Joe Elijah,Consumer,West,Colorado,Broomfield,FUR-CH-10004287,Furniture,Chairs,763.48
CA-2017-144064,8/29/2017,47.36,4,17.76,0.2,CP-12085,Cathy Prescott,Corporate,Central,Illinois,Quincy,OFF-LA-10004544,Office Supplies,Labels,2004.07
CA-2017-144064,8/29/2017,27.44,2,2.401,0.2,CP-12085,Cathy Prescott,Corporate,Central,Illinois,Quincy,OFF-ST-10004507,Office Supplies,Storage,4032.04
CA-2017-144064,8/29/2017,3.24,9,-5.184,0.8,CP-12085,Cathy Prescott,Corporate,Central,Illinois,Quincy,OFF-BI-10002012,Office Supplies,Binders,3684.56
CA-2016-108581,6/20/2016,95.968,4,26.3912,0.2,EA-14035,Erin Ashbrook,Corporate,Central,Texas,Carrollton,TEC-AC-10001109,Technology,Accessories,4048.77
CA-2016-108581,6/20/2016,10.368,2,3.6288,0.2,EA-14035,Erin Ashbrook,Corporate,Central,Texas,Carrollton,OFF-PA-10000809,Office Supplies,Paper,2827.71
CA-2017-157987,9/2/2017,23.1,2,6.468,0.0,AC-10615,Ann Chong,Corporate,East,New York,New York City,OFF-AR-10000658,Office Supplies,Art,2480.9
CA-2017-157987,9/2/2017,11.54,2,3.462,0.0,AC-10615,Ann Chong,Corporate,East,New York,New York City,FUR-FU-10001196,Furniture,Furnishings,1163.54
CA-2017-157987,9/2/2017,254.526,1,-93.3262,0.4,AC-10615,Ann Chong,Corporate,East,New York,New York City,FUR-TA-10001889,Furniture,Tables,1976.87
CA-2017-157987,9/2/2017,12.98,1,3.7642,0.0,AC-10615,Ann Chong,Corporate,East,New York,New York City,OFF-AP-10000358,Office Supplies,Appliances,2453.09
CA-2017-157987,9/2/2017,26.432,8,8.9208,0.2,AC-10615,Ann Chong,Corporate,East,New York,New York City,OFF-BI-10004970,Office Supplies,Binders,898.7
CA-2017-157987,9/2/2017,197.97,3,57.4113,0.0,AC-10615,Ann Chong,Corporate,East,New York,New York City,TEC-PH-10003885,Technology,Phones,1492.75
CA-2017-157987,9/2/2017,18.9,6,9.072,0.0,AC-10615,Ann Chong,Corporate,East,New York,New York City,OFF-LA-10001641,Office Supplies,Labels,3192.01
CA-2017-157987,9/2/2017,1282.41,5,213.735,0.1,AC-10615,Ann Chong,Corporate,East,New York,New York City,FUR-CH-10003379,Furniture,Chairs,3810.48
CA-2017-157987,9/2/2017,4.92,3,2.214,0.0,AC-10615,Ann Chong,Corporate,East,New York,New York City,OFF-AR-10004582,Office Supplies,Art,4992.56
CA-2017-157987,9/2/2017,238.0,2,38.08,0.0,AC-10615,Ann Chong,Corporate,East,New York,New York City,TEC-AC-10002842,Technology,Accessories,4699.01
CA-2017-157987,9/2/2017,167.97,3,40.3128,0.0,AC-10615,Ann Chong,Corporate,East,New York,New York City,TEC-AC-10000109,Technology,Accessories,3391.54
CA-2017-157987,9/2/2017,17.12,4,7.704,0.0,AC-10615,Ann Chong,Corporate,East,New York,New York City,OFF-PA-10003893,Office Supplies,Paper,2395.62
CA-2017-110905,9/10/2017,16.2,3,7.776,0.0,RW-19690,Robert Waldorf,Consumer,Central,Missouri,Springfield,OFF-BI-10003669,Office Supplies,Binders,3362.8
CA-2017-110905,9/10/2017,33.99,3,14.6157,0.0,RW-19690,Robert Waldorf,Consumer,Central,Missouri,Springfield,OFF-AP-10004785,Office Supplies,Appliances,4035.43
CA-2017-110905,9/10/2017,296.85,5,53.433,0.0,RW-19690,Robert Waldorf,Consumer,Central,Missouri,Springfield,TEC-AC-10003023,Technology,Accessories,1032.51
CA-2017-110905,9/10/2017,112.8,6,6.768,0.0,RW-19690,Robert Waldorf,Consumer,Central,Missouri,Springfield,TEC-AC-10002217,Technology,Accessories,2344.57
CA-2017-110905,9/10/2017,13.71,3,6.5808,0.0,RW-19690,Robert Waldorf,Consumer,Central,Missouri,Springfield,OFF-BI-10002954,Office Supplies,Binders,4279.11
CA-2017-110905,9/10/2017,24.9,5,11.703,0.0,RW-19690,Robert Waldorf,Consumer,Central,Missouri,Springfield,OFF-PA-10002586,Office Supplies,Paper,2227.25
CA-2017-110905,9/10/2017,286.29,3,17.1774,0.0,RW-19690,Robert Waldorf,Consumer,Central,Missouri,Springfield,OFF-ST-10000025,Office Supplies,Storage,3073.43
CA-2017-110905,9/10/2017,24.18,2,7.254,0.0,RW-19690,Robert Waldorf,Consumer,Central,Missouri,Springfield,OFF-AP-10003281,Office Supplies,Appliances,3144.96
CA-2017-165841,12/21/2017,281.97,3,78.9516,0.0,DB-13210,Dean Braden,Consumer,East,New Jersey,Paterson,TEC-PH-10002103,Technology,Phones,1330.14
CA-2017-165841,12/21/2017,69.5,5,20.155,0.0,DB-13210,Dean Braden,Consumer,East,New Jersey,Paterson,OFF-SU-10000898,Office Supplies,Supplies,2130.06
CA-2017-165841,12/21/2017,166.44,3,79.8912,0.0,DB-13210,Dean Braden,Consumer,East,New Jersey,Paterson,OFF-PA-10001144,Office Supplies,Paper,2005.3
CA-2017-117485,9/23/2017,291.96,4,102.186,0.0,BD-11320,Bill Donatelli,Consumer,Central,Oklahoma,Tulsa,TEC-AC-10004659,Technology,Accessories,617.89
CA-2017-140242,5/6/2017,6.408,3,0.6408,0.2,ML-17755,Max Ludwig,Home Office,Central,Illinois,Chicago,OFF-AR-10004752,Office Supplies,Art,608.86
CA-2017-140242,5/6/2017,408.744,7,76.6395,0.2,ML-17755,Max Ludwig,Home Office,Central,Illinois,Chicago,TEC-AC-10004659,Technology,Accessories,4242.64
CA-2014-148950,12/14/2014,5.104,4,-8.6768,0.8,JD-16015,Joy Daniels,Consumer,Central,Illinois,Chicago,OFF-BI-10001249,Office Supplies,Binders,1728.82
CA-2014-148950,12/14/2014,2.896,2,0.4706,0.2,JD-16015,Joy Daniels,Consumer,Central,Illinois,Chicago,OFF-FA-10003059,Office Supplies,Fasteners,2831.35
CA-2014-148950,12/14/2014,35.016,3,-2.1885,0.2,JD-16015,Joy Daniels,Consumer,Central,Illinois,Chicago,TEC-AC-10002718,Technology,Accessories,1844.27
CA-2014-110408,10/18/2014,275.97,3,11.0388,0.0,AS-10225,Alan Schoenberger,Corporate,South,Alabama,Montgomery,OFF-ST-10001522,Office Supplies,Storage,4733.06
CA-2014-110408,10/18/2014,1394.95,5,362.687,0.0,AS-10225,Alan Schoenberger,Corporate,South,Alabama,Montgomery,TEC-PH-10002352,Technology,Phones,1666.84
